Location Name,Avg LMP,Avg Energy Component,Avg Congestion Component,Avg Marginal Loss Component,Latitude,Longitude
LD.BALDWIN 13.8,59.49911401098901,62.67807921245421,-0.355731456043956,-2.8232337454212453,41.524233,-73.039899
LD.BARBOURH23,61.82184065934066,62.67807921245421,0.0748866758241758,-0.931125228937729,41.853718,-72.527973
LD.BARNUM  13.8,60.31496909340659,62.67807921245421,-0.2765750915750916,-2.0865350274725274,41.198313,-73.126331
LD.BARRE   13.8,62.68808035714285,62.67807921245421,-0.0489709249084249,0.0589720695970695,42.391484,-72.098985
LD.BARRE_VT34.5,63.40665178571429,62.67807921245421,0.0705494505494505,0.6580231227106227,44.194315,-72.52246
LD.BARTH_ST115,63.41035256410256,62.67807921245421,0.1484695512820512,0.5838038003663003,42.509177,-70.974421
LD.BATES_RK13.8,60.749696657509155,62.67807921245421,-0.2519860347985347,-1.67639652014652,41.503278,-73.236467
LD.BATES_ST13.8,63.110956959706954,62.67807921245421,0.0918635531135531,0.3410141941391941,41.680064,-71.168162
LD.BATH    34.5,62.421310668498165,62.67807921245421,0.0464869505494505,-0.3032554945054945,43.903257,-69.834797
LD.BEACN_FL13.8,59.62565705128205,62.67807921245421,-0.343213141025641,-2.7092090201465204,41.443639,-73.0688
LD.BEAN_HIL13.8,61.03440132783883,62.67807921245421,-0.0764514652014652,-1.5672264194139196,41.558993,-72.118571
LD.BEARSWMP13.8,60.78282165750915,62.67807921245421,-0.076963141025641,-1.818294413919414,42.683761,-72.950073
LD.BEAVR_PD13.8,63.20371222527473,62.67807921245421,0.0817525183150183,0.4438804945054945,42.074332,-71.424072
LD.BEDFORD 34.5,62.811181318681314,62.67807921245421,0.1452220695970696,-0.0121199633699633,42.944541,-71.463114
LD.BEEBE   34.5,63.82233287545788,62.67807921245421,0.0608505036630036,1.0834031593406594,43.828167,-71.640167
LD.BELFAST 34.5,60.63986836080586,62.67807921245421,-1.076531593406593,-0.9616792582417582,44.456941,-69.039047
LD.BELLWSFL46,63.11128090659341,62.67807921245421,-0.0420787545787545,0.4752804487179487,43.132576,-72.44211
LD.BELLWSFL6.9,63.11128090659341,62.67807921245421,-0.0420787545787545,0.4752804487179487,43.132576,-72.44211
LD.BELLWSFL69,63.11128090659341,62.67807921245421,-0.0420787545787545,0.4752804487179487,43.132576,-72.44211
LD.BELL_RK 34.5,63.11494162087912,62.67807921245421,0.1096268315018315,0.3272355769230769,41.737512,-71.086596
LD.BELMONT 13.8,63.57073374542125,62.67807921245421,0.086407967032967,0.806246565934066,42.06583,-71.054667
LD.BENINGTN46,60.66389652014652,62.67807921245421,-0.0975675366300366,-1.9166151556776556,42.881623,-73.172525
LD.BENINGTN69,60.646112637362634,62.67807921245421,-0.0935794413919414,-1.9383871336996337,42.881623,-73.172525
LD.BERKSHRE23,61.00432463369964,62.67807921245421,-0.0784180402930402,-1.5953365384615386,42.46907,-73.093301
LD.BERLIN  13.8,62.83094665750916,62.67807921245421,0.619669184981685,-0.4668017399267399,41.631931,-72.723246
LD.BERLIN  23,62.83094665750916,62.67807921245421,0.619669184981685,-0.4668017399267399,41.631931,-72.723246
LD.BERLINVT34.5,63.550760073260065,62.67807921245421,0.0701865842490842,0.8024942765567765,44.249821,-72.60343
LD.BERLN_NH22,61.24971840659341,62.67807921245421,-0.1956227106227106,-1.2327380952380953,44.463,-71.1797
LD.BERLN_NH34.5,61.24971840659341,62.67807921245421,-0.1956227106227106,-1.2327380952380953,44.463,-71.1797
LD.BEVERLY 13.2,63.32165865384616,62.67807921245421,0.1480826465201465,0.4954967948717949,42.545718,-70.88675
LD.BIDDEFRD12.5,62.66867330586081,62.67807921245421,0.1490052655677655,-0.1584111721611721,43.467798,-70.492975
LD.BIDDEFRD34.5,62.66867330586081,62.67807921245421,0.1490052655677655,-0.1584111721611721,43.467798,-70.492975
LD.BIGELOW 34.5,57.42727106227106,62.67807921245421,-2.412576694139194,-2.8382314560439563,45.101612,-70.353645
LD.BILERCA 13.2T5 LD,63.34514995421245,62.67807921245421,0.1463679029304029,0.5207028388278387,42.57474,-71.274748
LD.BILERCA 13.2T6 LD,63.53289491758242,62.67807921245421,0.1472023809523809,0.7076133241758242,42.57474,-71.274748
LD.BILERCA 23  T1 LD,63.34514995421245,62.67807921245421,0.1463679029304029,0.5207028388278387,42.57474,-71.274748
LD.BILERCA 23  T2 LD,63.53289491758242,62.67807921245421,0.1472023809523809,0.7076133241758242,42.57474,-71.274748
LD.BIRD_RD 13.8,63.323569139194134,62.67807921245421,0.0913701923076923,0.5541197344322344,42.05234,-71.177392
LD.BLACKBRN115 1X LD,62.25953525641026,62.67807921245421,-0.0412065018315018,-0.3773374542124542,41.733002,-71.443263
LD.BLACKBRN115 2X LD,62.25953525641026,62.67807921245421,-0.0412065018315018,-0.3773374542124542,41.733002,-71.443263
LD.BLACK_RK13.8,60.90182005494506,62.67807921245421,-0.3079246794871795,-1.468334478021978,41.661956,-72.80545
LD.BLACK_RK4.8,61.23541552197802,62.67807921245421,-0.283025412087912,-1.1596382783882784,41.661956,-72.80545
LD.BLACK_RK69,60.61640911172161,62.67807921245421,-0.3352117673992674,-1.7264583333333334,41.661956,-72.80545
LD.BLAIR_PD13.8,63.69416552197802,62.67807921245421,0.1561698717948718,0.8599164377289377,42.395599,-71.157303
LD.BLANFORD23,62.07916895604396,62.67807921245421,-0.0341907051282051,-0.5647195512820513,42.200308,-72.965451
LD.BLISVILL46,62.01518200549451,62.67807921245421,-0.0443303571428571,-0.6185668498168498,43.576178,-73.23302
LD.BLOMNGDL13.8,63.50459821428572,62.67807921245421,0.0600835622710622,0.7664354395604396,42.270277,-71.763752
LD.BLOOMFLD23,62.43258814102564,62.67807921245421,0.2184420787545787,-0.4639331501831502,41.8287,-72.728447
LD.BOGGY_BK46  ,44.901219586374694,49.98406173965937,-3.4274878345498783,-1.6553543187347932,44.577217,-68.454008
LD.BOKUM   23  ,61.08940590659341,62.67807921245421,-0.1727209249084249,-1.415952380952381,41.31832,-72.389936
LD.BOKUM   27.6,61.08940590659341,62.67807921245421,-0.1727209249084249,-1.415952380952381,41.31832,-72.389936
LD.BOLT_HL 34.5,63.974969093406585,62.67807921245421,0.145922619047619,1.150967261904762,43.115985,-70.768928
LD.BOWMN_ST34.5,61.098942307692305,62.67807921245421,-0.9045272435897436,-0.6746096611721613,44.2545,-69.803508
LD.BRANCH  12.5,62.64669299450549,62.67807921245421,0.1480334249084249,-0.1794196428571428,43.365673,-70.558619
LD.BRANCH  34.5,62.64669299450549,62.67807921245421,0.1480334249084249,-0.1794196428571428,43.365673,-70.558619
LD.BRANFORD23,61.491413690476186,62.67807921245421,-0.2576865842490842,-0.9289789377289378,41.292761,-72.793731
LD.BRANF_RR115,61.40927083333334,62.67807921245421,-0.2573946886446886,-1.0114136904761903,41.284039,-72.85377
LD.BRECKWOD13.8,62.17455242673993,62.67807921245421,-0.0118681318681318,-0.4916586538461538,42.115483,-72.523381
LD.BRENTWOD34.5,63.584745879120874,62.67807921245421,0.1455448717948718,0.7611217948717949,42.983679,-71.083817
LD.BRIDGE_S34.5,62.99343864468865,62.67807921245421,0.1451133241758241,0.170246108058608,42.7645,-71.453833
LD.BRIDGE_S4.16,62.99343864468865,62.67807921245421,0.1451133241758241,0.170246108058608,42.7645,-71.453833
LD.BRIGHTON13.8,63.79063759157509,62.67807921245421,0.1564903846153846,0.9560679945054944,42.3573,-71.1318
LD.BRISTLRI12.5,62.95382211538461,62.67807921245421,0.1118200549450549,0.1639228479853479,41.694576,-71.268442
LD.BRISTOL 13.8,60.83931891025642,62.67807921245421,-0.3158836996336996,-1.5228766025641025,41.671226,-72.940231
LD.BRISTOL 4.8,60.83931891025642,62.67807921245421,-0.3158836996336996,-1.5228766025641025,41.671226,-72.940231
LD.BROADWAY13.8,61.36550022893773,62.67807921245421,-0.2575297619047619,-1.0550492216117215,41.314368,-72.933953
LD.BROKENGD34.5,63.6599565018315,62.67807921245421,0.0620821886446886,0.9197951007326008,43.23975,-71.512153
LD.BROOKLYN23  ,61.445430402930405,62.67807921245421,-0.0744654304029304,-1.158183379120879,41.816754,-71.914692
LD.BROOK_ST23,63.39314445970696,62.67807921245421,0.0826705586080586,0.6323946886446887,41.9657,-70.7668
LD.BROWN_CR12.5,61.05217032967033,62.67807921245421,-0.9187614468864468,-0.7071474358974359,44.252946,-69.775017
LD.BUCKSPRT34.5,58.97907051282051,62.67807921245421,-2.2482360347985346,-1.4507726648351649,44.5752,-68.8063
LD.BUCK_PD 23  ,62.30617673992674,62.67807921245421,-0.0144047619047619,-0.3574977106227106,42.17557,-72.734481
LD.BUDDNGTN33.0,60.92932463369963,62.67807921245421,-0.0796119505494505,-1.669142628205128,41.373997,-72.045789
LD.BULLSBDG27.6,60.69348672161173,62.67807921245421,-0.2547287087912088,-1.729863782051282,41.659038,-73.491288
LD.BUNKR_HL13.8,60.046884157509155,62.67807921245421,-0.240488782051282,-2.3907062728937727,41.564016,-73.086446
LD.BURLNGTN13.8,63.95540407509158,62.67807921245421,0.1494310897435897,1.127893772893773,42.475381,-71.214285
LD.BURTT_RD13.2,63.53187156593407,62.67807921245421,0.1474130036630036,0.7063793498168498,42.602824,-71.168607
LD.CAMPVILL27.6,60.78580128205128,62.67807921245421,-0.2262236721611721,-1.666054258241758,41.737776,-73.086151
LD.CANAL_NU23,60.679614239926735,62.67807921245421,-0.2920730311355312,-1.7063919413919415,41.573472,-72.901919
LD.CANDLE  13.2,63.74497252747252,62.67807921245421,0.0823477564102564,0.9845455586080586,41.282491,-70.096499
LD.CANTN_BE115,63.45771176739926,62.67807921245421,0.0749324633699633,0.7047000915750916,42.157024,-71.1549
LD.CANTN_BE13.8,63.46385645604395,62.67807921245421,0.0749324633699633,0.7108447802197801,42.157024,-71.1549
LD.CANTON  23,61.956498397435894,62.67807921245421,-0.0390499084249084,-0.6825309065934066,41.8382,-72.926697
LD.CAPE    34.5,62.71421932234433,62.67807921245421,0.1530792124542124,-0.1169391025641025,43.642438,-70.255069
LD.CARD    23,61.33687499999999,62.67807921245421,-0.0574175824175824,-1.28378663003663,41.702382,-72.233552
LD.CARD    69,61.33687499999999,62.67807921245421,-0.0574175824175824,-1.28378663003663,41.702382,-72.233552
LD.CARML_HL23,60.54097298534798,62.67807921245421,-0.2548843864468864,-1.8822218406593407,41.600985,-73.2411
LD.CARVR_ST13.8,63.732780448717946,62.67807921245421,0.1566517857142857,0.8980494505494505,42.3502,-71.0663
LD.CEDARHTS13.22X LD,60.83219551282052,62.67807921245421,-0.2517502289377289,-1.5941334706959709,41.106496,-73.555841
LD.CEDARHTS13.23X LD,60.83219551282052,62.67807921245421,-0.2517502289377289,-1.5941334706959709,41.106496,-73.555841
LD.CENTECH 13.8,63.91226533882784,62.67807921245421,0.0639297161172161,1.1702564102564104,42.255191,-71.690729
LD.CHALLENG12.5,61.94468750000001,62.67807921245421,-0.2215521978021978,-0.5118395146520147,44.068686,-70.186136
LD.CHALLENG34.5,61.94468750000001,62.67807921245421,-0.2215521978021978,-0.5118395146520147,44.068686,-70.186136
LD.CHARLOTT12.5,63.10509500915751,62.67807921245421,0.0670421245421245,0.3599736721611721,44.312436,-73.261424
LD.CHASE_HL12.5,62.45890453296703,62.67807921245421,0.0052781593406593,-0.2244528388278388,41.412559,-71.769332
LD.CHATHAM 14.4,63.73507554945055,62.67807921245421,0.1570821886446886,0.8999141483516483,42.3595,-71.0549
LD.CHELSEA 13.8,64.01287431318681,62.67807921245421,0.1492731227106227,1.185521978021978,42.3949,-71.0248
LD.CHELSEVT46,63.6164983974359,62.67807921245421,-0.0399461996336996,0.9783653846153846,43.960862,-72.47096
LD.CHESTER 34.5,62.95977449633699,62.67807921245421,0.1454120879120879,0.1362831959706959,42.936467,-71.237208
LD.CHICOPEE13.8,62.27637934981684,62.67807921245421,-0.0127483974358974,-0.3889514652014652,42.167113,-72.593426
LD.CHIPINHL13.8,60.87237751831501,62.67807921245421,-0.28965086996337,-1.5160508241758242,41.682079,-72.986721
LD.CHRTLYPD23,63.04425595238095,62.67807921245421,0.0940201465201465,0.2721565934065934,41.944876,-71.237133
LD.CHSTERME46,55.91926053113553,62.67807921245421,-4.387728937728937,-2.3710897435897436,45.39729,-68.525677
LD.CHSTNTHL34.5,62.29050022893774,62.67807921245421,-0.0445432692307692,-0.3430357142857143,42.797912,-72.482906
LD.CHURCHIL13.8,62.999967948717945,62.67807921245421,0.0779120879120879,0.2439766483516483,42.2223,-71.0198
LD.CLARKSON12.5T1 LD,62.40151098901099,62.67807921245421,0.0549393315018315,-0.3315075549450549,41.843342,-71.420848
LD.CLARKSON12.5T2 LD,62.58661744505494,62.67807921245421,0.4372378663003663,-0.5286996336996337,41.843342,-71.420848
LD.CLINTON 13.8,62.147470238095245,62.67807921245421,-0.0114491758241758,-0.5191597985347985,42.10463,-72.601004
LD.COLBURN 13.8,63.77871909340659,62.67807921245421,0.1566552197802198,0.9439846611721612,42.331587,-71.110886
LD.COLD_RV 46,62.726956272893766,62.67807921245421,-0.0441849816849816,0.0930620421245421,43.565193,-72.94568
LD.COLONY  13.8,60.69003891941392,62.67807921245421,-0.3860805860805861,-1.601959706959707,41.498922,-72.811861
LD.COMERFRD34.5,62.49011446886447,62.67807921245421,0.0607886904761904,-0.2487534340659341,44.31958,-71.993365
LD.COMPO   13.8,60.68250801282051,62.67807921245421,-0.2530059523809524,-1.742565247252747,41.121315,-73.360748
LD.CONGRESS13.8,60.39735004578755,62.67807921245421,-0.2585748626373626,-2.022154304029304,41.182419,-73.186785
LD.COOPERML12.5,60.64225389194139,62.67807921245421,-1.0359214743589742,-0.999903846153846,44.297012,-69.556551
LD.COSCOB  13.2,60.9999896978022,62.67807921245421,-0.2517513736263736,-1.426338141025641,41.029047,-73.599153
LD.COSCOB  26.4,60.9999896978022,62.67807921245421,-0.2517513736263736,-1.426338141025641,41.029047,-73.599153
LD.COSCOB  27.6,60.9999896978022,62.67807921245421,-0.2517513736263736,-1.426338141025641,41.029047,-73.599153
LD.COUNTYRD34.5,60.01782852564103,62.67807921245421,-1.3915350274725276,-1.2687156593406594,44.5734,-69.6771
LD.CROSS_RD13.2109A_LD,63.26011217948717,62.67807921245421,0.1030643315018315,0.4789686355311355,41.6493,-71.0082
LD.CROSS_RD13.2111_LD,63.26011217948717,62.67807921245421,0.1030643315018315,0.4789686355311355,41.6493,-71.0082
LD.CROWLEYS12.5,61.84368933150183,62.67807921245421,-0.2268944597069596,-0.6074954212454212,44.059499,-70.155111
LD.CROWLEYS34.5,61.84368933150183,62.67807921245421,-0.2268944597069596,-0.6074954212454212,44.059499,-70.155111
LD.CRYSTLSP13.2,63.59406593406594,62.67807921245421,0.0920638736263736,0.823922847985348,41.673966,-70.832248
LD.CUMBRLND13.8,61.37013507326007,62.67807921245421,-0.0671428571428571,-1.240801282051282,42.571615,-72.61729
LD.DARIEN  13.2,60.82717719780219,62.67807921245421,-0.2519597069597069,-1.5989423076923075,41.075818,-73.480485
LD.DAVISVIL34.5T1 LD,62.44113896520147,62.67807921245421,-0.0088633241758241,-0.228076923076923,41.59247,-71.43523
LD.DAVISVIL34.5T2 LD,62.39999542124542,62.67807921245421,-0.0135920329670329,-0.2644917582417582,41.59247,-71.43523
LD.DEBLOIS 34.5,56.74294986263736,62.67807921245421,-3.642158882783883,-2.292970467032967,44.700424,-67.957027
LD.DEER_ISL115,63.69617788461539,62.67807921245421,0.1570821886446886,0.8610164835164835,42.3515,-70.9578
LD.DEPOT   13.8,63.208859890109885,62.67807921245421,-0.092451923076923,0.6232326007326008,42.129962,-71.517338
LD.DETROIT 34.5,59.745992445054945,62.67807921245421,-1.393102106227106,-1.5389846611721612,44.792859,-69.362162
LD.DEVON_RR115,60.26212797619047,62.67807921245421,-0.2834809981684981,-2.132470238095238,41.2074,-73.1068
LD.DEWAR_ST13.8110A LD,63.69617788461539,62.67807921245421,0.1570821886446886,0.8610164835164835,42.3086,-71.0555
LD.DEWAR_ST13.8110B LD,63.69617788461539,62.67807921245421,0.1570821886446886,0.8610164835164835,42.3086,-71.0555
LD.DEXTER  13.8,61.82184065934066,62.67807921245421,0.0748866758241758,-0.931125228937729,41.922387,-72.625379
LD.DEXTR_RI13.8,63.63024954212454,62.67807921245421,0.1096268315018315,0.8425434981684982,41.601817,-71.255393
LD.DIGHTON 13.8,63.331467490842485,62.67807921245421,0.1322206959706959,0.5211675824175824,41.816237,-71.136094
LD.DOOLEY  13.2,62.01519116300366,62.67807921245421,0.2303216575091575,-0.8932097069597069,41.511341,-72.672415
LD.DOREEN  23,61.14552312271063,62.67807921245421,-0.075352564102564,-1.4572035256410256,42.443886,-73.206102
LD.DOVER   34.5,63.69858516483516,62.67807921245421,0.1456524725274725,0.8748534798534798,43.198333,-70.864
LD.DOVER_BE13.8,63.681701007326005,62.67807921245421,0.1518727106227106,0.8517490842490842,42.2034,-71.254
LD.DRAGONCT115,61.49131524725275,62.67807921245421,-0.5520638736263737,-0.6347000915750916,44.083857,-69.158383
LD.DRUMROCK115,27.735,27.49625,0.4083333333333334,-0.1695833333333333,41.696685,-71.472958
LD.DRUMROCK115 ,45.823912426035506,46.257784615384615,0.020378698224852,-0.4542508875739645,41.696685,-71.472958
LD.DUDLEY  13.8,61.02430173992675,62.67807921245421,-0.0766609432234432,-1.5771165293040297,41.536111,-72.102222
LD.DUDLEY  34.5,61.02430173992675,62.67807921245421,-0.0766609432234432,-1.5771165293040297,41.536111,-72.102222
LD.DUNNL_PK13.8,63.37154075091576,62.67807921245421,0.1025228937728937,0.5909386446886447,41.86554,-71.36562
LD.DUPONT  13.8,63.47886675824176,62.67807921245421,0.085367445054945,0.7154201007326008,42.075411,-71.004349
LD.DUXBURY 23,63.450288461538456,62.67807921245421,0.082709478021978,0.6894997710622711,42.054,-70.7223
LD.EASTON  13.8,63.323569139194134,62.67807921245421,0.0913701923076923,0.5541197344322344,42.030259,-71.115301
LD.EAST_AVE13.8,63.141800595238095,62.67807921245421,0.0680940934065934,0.3956272893772893,44.480794,-73.18841
LD.EAST_AVE34.5,63.141800595238095,62.67807921245421,0.0680940934065934,0.3956272893772893,44.480794,-73.18841
LD.EDDY    34.5,63.6984168956044,62.67807921245421,0.1442124542124542,0.8761252289377289,43.00317,-71.473301
LD.ELECTRIC13.8,63.816146978021976,62.67807921245421,0.1564892399267399,0.9815785256410255,42.3571,-71.1546
LD.ELLIS_AV14.4,63.686978021978014,62.67807921245421,0.0747321428571428,0.9341666666666668,42.2063,-71.1857
LD.ELLSWRTH34.5,58.56212683150183,62.67807921245421,-2.535040064102564,-1.580912316849817,44.543655,-68.430748
LD.ELM     23,62.27630494505495,62.67807921245421,-0.015212912087912,-0.3865613553113553,42.127483,-72.744378
LD.ELM_ST  12.5,62.79646176739927,62.67807921245421,0.1531032509157509,-0.0347206959706959,43.786536,-70.199093
LD.ELM_ST  34.5,62.79646176739927,62.67807921245421,0.1531032509157509,-0.0347206959706959,43.786536,-70.199093
LD.ELM_WEST13.8,61.09227678571428,62.67807921245421,-0.2635050366300366,-1.3222973901098902,41.275855,-72.954382
LD.EMBDEN  12.5,57.66454097985348,62.67807921245421,-2.3074828296703296,-2.706055402930403,44.9583,-69.8853
LD.EMRLD_ST12.5,62.83239010989011,62.67807921245421,-0.0423088369963369,0.1966197344322344,42.929667,-72.286
LD.ENFIELD 23,61.82184065934066,62.67807921245421,0.0748866758241758,-0.931125228937729,41.936513,-72.614125
LD.ENFIELD 27.6,61.82184065934066,62.67807921245421,0.0748866758241758,-0.931125228937729,41.936513,-72.614125
LD.ESSEX   34.5,63.11230425824176,62.67807921245421,0.0680998168498168,0.3661252289377289,44.481282,-73.11332
LD.EVERETT 13.8,63.95138965201465,62.67807921245421,0.1492113095238095,1.12409913003663,42.414697,-71.071919
LD.EVERETT 23,63.95138965201465,62.67807921245421,0.1492113095238095,1.12409913003663,42.414697,-71.071919
LD.E_BEVRLY23  T1 LD,63.32165865384616,62.67807921245421,0.1480826465201465,0.4954967948717949,42.56431,-70.849784
LD.E_BEVRLY23  T2 LD,63.31767284798534,62.67807921245421,0.1480826465201465,0.491510989010989,42.56431,-70.849784
LD.E_BEVRLY34.5T10 LD,63.31767284798534,62.67807921245421,0.1480826465201465,0.491510989010989,42.56431,-70.849784
LD.E_BEVRLY34.5T20 LD,63.32165865384616,62.67807921245421,0.1480826465201465,0.4954967948717949,42.56431,-70.849784
LD.E_BRGWTR13.8,63.64139652014652,62.67807921245421,0.0882222985347985,0.8750950091575092,42.023805,-70.96649
LD.E_CAMBRG13.8,63.648984661172165,62.67807921245421,0.1553479853479853,0.8155574633699634,42.36294,-71.080518
LD.E_DRACUT13.2,63.39201465201465,62.67807921245421,0.1466048534798534,0.5673305860805861,42.66942,-71.252338
LD.E_FAIRFX34.5,62.306649496336995,62.67807921245421,0.0684832875457875,-0.4399130036630037,44.636573,-72.93121
LD.E_HARTFR23,62.180081272893766,62.67807921245421,0.1966632326007326,-0.6946611721611722,41.769375,-72.61676
LD.E_HOLBRK23  T1 LD,63.1565293040293,62.67807921245421,0.077933836996337,0.4005162545787545,42.164692,-70.97948
LD.E_HOLBRK23  T2 LD,63.15614697802197,62.67807921245421,0.0779120879120879,0.4001556776556776,42.164692,-70.97948
LD.E_MAIN_S13.8,64.18480082417582,62.67807921245421,0.0644104853479853,1.4423111263736264,42.288699,-71.594617
LD.E_MERDEN13.8,60.73762248168498,62.67807921245421,-0.3335451007326007,-1.60691163003663,41.510167,-72.752229
LD.E_METHUE13.2,63.04371565934066,62.67807921245421,0.1467273351648351,0.2189091117216117,42.744582,-71.167116
LD.E_NBRITN13.8,62.83653502747252,62.67807921245421,0.5143967490842491,-0.3559409340659341,41.670152,-72.753868
LD.E_SHORE 13.8,61.332513736263735,62.67807921245421,-0.2525389194139193,-1.093026556776557,41.288289,-72.904739
LD.E_SPRFLD13.8,62.25967605311356,62.67807921245421,-0.0133825549450549,-0.4050206043956044,42.143106,-72.551285
LD.E_TEWKS 13.2,63.52455128205128,62.67807921245421,0.1472298534798534,0.6992422161172162,42.615492,-71.189802
LD.E_WEYMTH23  T1 LD,62.81447916666667,62.67807921245421,0.0779120879120879,0.0584878663003663,42.220118,-70.920455
